seqnames,start,end,width,strand,pileup_macs2,score_ChIPSP,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,symbol,pileup,score,Rank
chr2,165590000,165595000,5001,*,20.06,-0.730998065,100337591,165544153,165544287,-,upstream,-45713,45713,NearestLocation,SNORA70F,20.06,-0.730998065,1771
chr2,165590000,165595000,5001,*,20.06,-0.730998065,22837,165541258,165698678,-,inside,108678,48742,Overlapping,COBLL1,20.06,-0.730998065,1771
chr18,43625000,43650000,25001,*,20.06,-0.731124228,9050,43563502,43652250,-,inside,27250,2250,NearestLocation,PSTPIP2,20.06,-0.731124228,1772
chr17,46660000,46670000,10001,*,23.82,-0.732269434,406902,46657200,46657309,-,upstream,-2691,2691,NearestLocation,MIR10A,23.82,-0.732269434,1773
chr17,46660000,46670000,10001,*,23.82,-0.732269434,404266,46667823,46683774,+,overlapStart,-7823,2177,Overlapping,HOXB-AS3,23.82,-0.732269434,1773
chr17,46660000,46670000,10001,*,23.82,-0.732269434,3215,46668619,46671103,-,overlapEnd,11103,1103,Overlapping,HOXB5,23.82,-0.732269434,1773
chr17,46660000,46670000,10001,*,23.82,-0.732269434,3213,46626232,46667631,-,overlapStart,7631,2369,Overlapping,HOXB3,23.82,-0.732269434,1773
chr4,171900000,171925000,25001,*,23.82,-0.732622751,100506122,171961753,171980311,+,upstream,-61753,36753,NearestLocation,LINC02431,23.82,-0.732622751,1774
chr1,68000000,68025000,25001,*,25.71,-0.733112874,26135,67873493,67896123,-,upstream,-103877,103877,NearestLocation,SERBP1,25.71,-0.733112874,1775
chr5,96760000,96770000,10001,*,33.86,-0.733399577,55781,96496571,96519005,-,upstream,-240995,240995,NearestLocation,RIOK2,33.86,-0.733399577,1776
chr18,44740000,44750000,10001,*,15.05,-0.735063684,652991,44738460,44775554,-,inside,35554,1540,NearestLocation,SKOR2,15.05,-0.735063684,1777
chr18,44740000,44750000,10001,*,15.05,-0.735063684,652991,44738460,44775554,-,inside,35554,1540,NearestLocation,SKOR2,13.17,-0.74464379,1777
chr5,34900000,34925000,25001,*,29.47,-0.736093496,5810,34905366,34918383,-,includeFeature,18383,5366,Overlapping,RAD1,29.47,-0.736093496,1778
chr5,34900000,34925000,25001,*,29.47,-0.736093496,55299,34915820,34925787,+,overlapStart,-15820,787,NearestLocation,BRIX1,29.47,-0.736093496,1778
chr4,70475000,70500000,25001,*,23.2,-0.736494843,10941,70454135,70518967,-,inside,43967,18967,Overlapping,UGT2A1,14.42,-0.781235977,1779
chr4,70475000,70500000,25001,*,23.2,-0.736494843,10941,70454135,70518967,-,inside,43967,18967,Overlapping,UGT2A1,23.2,-0.736494843,1779
chr4,70475000,70500000,25001,*,23.2,-0.736494843,574537,70454135,70505360,-,inside,30360,5360,NearestLocation,UGT2A2,14.42,-0.781235977,1779
chr4,70475000,70500000,25001,*,23.2,-0.736494843,574537,70454135,70505360,-,inside,30360,5360,NearestLocation,UGT2A2,23.2,-0.736494843,1779
chr9,126160000,126170000,10001,*,17.55,-0.737692836,693186,126164804,126164882,-,includeFeature,4882,4804,NearestLocation,MIR601,17.55,-0.737692836,1780
chr9,126160000,126170000,10001,*,17.55,-0.737692836,57706,126141933,126692417,-,inside,532417,18067,Overlapping,DENND1A,17.55,-0.737692836,1780
chr8,40990000,41000000,10001,*,32.6,-0.739266595,6422,41119476,41166990,-,downstream,176990,119476,NearestLocation,SFRP1,32.6,-0.739266595,1781
chr15,52260000,52270000,10001,*,25.71,-0.739695453,123169,52230222,52263958,-,overlapStart,3958,3958,NearestLocation,LEO1,25.71,-0.739695453,1782
chr8,118300000,118325000,25001,*,16.93,-0.73988567,90390,118532965,118552501,+,upstream,-232965,207965,NearestLocation,MED30,16.93,-0.73988567,1783
chr3,60550000,60575000,25001,*,15.67,-0.740904758,2272,59735036,61237133,-,inside,687133,662133,NearestLocation,FHIT,15.67,-0.740904758,1784
chr3,36000000,36025000,25001,*,18.18,-0.741469867,406916,35785968,35786051,+,downstream,214032,213949,NearestLocation,MIR128-2,18.18,-0.741469867,1785
chr1,31660000,31665000,5001,*,20.06,-0.741870631,79570,31652592,31712734,-,inside,52734,7408,NearestLocation,NKAIN1,20.06,-0.741870631,1786
chr3,157275000,157300000,25001,*,25.71,-0.742171827,152078,157261133,157319021,+,inside,13867,13867,NearestLocation,SLC66A1LP,25.71,-0.742171827,1787
chr2,138575000,138600000,25001,*,17.55,-0.742495061,3176,138721808,138773934,+,upstream,-146808,121808,NearestLocation,HNMT,17.55,-0.742495061,1788
chr5,136405000,136410000,5001,*,30.72,-0.743272181,6695,136310987,136835018,-,inside,430018,94013,NearestLocation,SPOCK1,11.91,-0.839124199,1789
chr5,136405000,136410000,5001,*,30.72,-0.743272181,6695,136310987,136835018,-,inside,430018,94013,NearestLocation,SPOCK1,30.72,-0.743272181,1789
chr3,72940000,72950000,10001,*,14.42,-0.743381305,727936,72937385,73024522,+,inside,2615,2615,NearestLocation,GXYLT2,14.42,-0.743381305,1790
chr17,70475000,70500000,25001,*,20.69,-0.744205265,100499467,70399463,70588943,-,inside,113943,75537,NearestLocation,LINC00673,20.69,-0.744205265,1791
chr18,44740000,44750000,10001,*,13.17,-0.74464379,652991,44738460,44775554,-,inside,35554,1540,NearestLocation,SKOR2,15.05,-0.735063684,1792
chr18,44740000,44750000,10001,*,13.17,-0.74464379,652991,44738460,44775554,-,inside,35554,1540,NearestLocation,SKOR2,13.17,-0.74464379,1792
chr12,117800000,117825000,25001,*,21.94,-0.744838511,4842,117645947,117799607,-,upstream,-393,393,NearestLocation,NOS1,21.94,-0.744838511,1793
chr2,160925000,160950000,25001,*,15.05,-0.745071943,22925,160797260,160919126,-,upstream,-5874,5874,NearestLocation,PLA2R1,15.05,-0.745071943,1794
chr8,101900000,101925000,25001,*,35.11,-0.746477365,7534,101930804,101965623,-,downstream,65623,5804,NearestLocation,YWHAZ,35.11,-0.746477365,1795
chr6,7110000,7115000,5001,*,13.79,-0.746646573,6239,7107830,7252213,+,inside,2170,2170,NearestLocation,RREB1,13.79,-0.746646573,1796
chr7,12725000,12750000,25001,*,29.47,-0.746771827,10124,12726452,12730558,+,includeFeature,-1452,1452,NearestLocation,ARL4A,29.47,-0.746771827,1797
chr7,12725000,12750000,25001,*,29.47,-0.746771827,10124,12726452,12730558,+,includeFeature,-1452,1452,NearestLocation,ARL4A,14.42,-0.823463633,1797
chr5,64355000,64360000,5001,*,20.69,-0.74733051,10283,64064755,64314590,+,downstream,290245,40410,NearestLocation,CWC27,20.69,-0.74733051,1798
chr18,65180000,65190000,10001,*,19.44,-0.747875805,643542,65183783,65566856,+,overlapStart,-3783,3783,NearestLocation,DSEL-AS1,19.44,-0.747875805,1799
chr18,65180000,65190000,10001,*,19.44,-0.747875805,92126,65173819,65183967,-,overlapStart,3967,3967,Overlapping,DSEL,19.44,-0.747875805,1799
chr1,96400000,96410000,10001,*,23.2,-0.748523986,440594,95940293,95944912,+,downstream,459707,455088,NearestLocation,LINC01761,23.2,-0.748523986,1800
chr16,80870000,80875000,5001,*,12.54,-0.748525904,124359,80637676,80838175,-,upstream,-31825,31825,NearestLocation,CDYL2,12.54,-0.748525904,1802
chr16,81025000,81030000,5001,*,12.54,-0.748525904,56942,81009699,81040502,-,inside,15502,10502,Overlapping,CMC2,12.54,-0.748525904,1801
chr16,81025000,81030000,5001,*,12.54,-0.748525904,55839,81040103,81066709,+,upstream,-15103,10103,NearestLocation,CENPN,12.54,-0.748525904,1801
chr20,52800000,52825000,25001,*,16.3,-0.750294954,5203,52824502,52836492,+,overlapStart,-24502,498,Overlapping,PFDN4,16.3,-0.750294954,1803
chr20,52800000,52825000,25001,*,16.3,-0.750294954,1591,52769988,52790516,-,upstream,-9484,9484,NearestLocation,CYP24A1,16.3,-0.750294954,1803
chr13,86370000,86380000,10001,*,15.67,-0.751271806,84189,86366922,86373483,-,overlapStart,3483,3078,NearestLocation,SLITRK6,15.67,-0.751271806,1804
chr3,182350000,182375000,25001,*,16.93,-0.75146494,401103,182164758,182204150,-,upstream,-145850,145850,NearestLocation,LINC01994,16.93,-0.75146494,1805
chr2,177025000,177050000,25001,*,35.11,-0.751734582,401022,177037924,177053686,-,overlapEnd,28686,3686,Overlapping,HAGLR,35.11,-0.751734582,1806
chr2,177025000,177050000,25001,*,35.11,-0.751734582,3232,177028805,177037826,+,includeFeature,-3805,3805,NearestLocation,HOXD3,35.11,-0.751734582,1806
chr8,6435000,6440000,5001,*,25.08,-0.752747149,285,6357175,6420784,-,upstream,-14216,14216,NearestLocation,ANGPT2,25.08,-0.752747149,1807
chr8,6435000,6440000,5001,*,25.08,-0.752747149,79648,6264113,6501140,+,inside,170887,61140,Overlapping,MCPH1,25.08,-0.752747149,1807
chr3,156225000,156250000,25001,*,13.79,-0.753535732,6747,156257929,156272973,-,downstream,47973,7929,NearestLocation,SSR3,13.79,-0.753535732,1808
chr3,156225000,156250000,25001,*,13.79,-0.753535732,7881,155838337,156256927,+,inside,386663,6927,Overlapping,KCNAB1,13.79,-0.753535732,1808
chr5,113140000,113150000,10001,*,42.63,-0.754286023,64848,112849391,112930984,+,downstream,290609,209016,NearestLocation,YTHDC2,42.63,-0.754286023,1809
chr5,167700000,167725000,25001,*,26.33,-0.756401203,23286,167719065,167899308,+,overlapStart,-19065,5935,NearestLocation,WWC1,26.33,-0.756401203,1810
chr10,60700000,60725000,25001,*,22.57,-0.756528924,728640,60474775,60477293,+,downstream,225225,222707,NearestLocation,FAM133CP,16.3,-0.788479597,1811
chr10,60700000,60725000,25001,*,22.57,-0.756528924,728640,60474775,60477293,+,downstream,225225,222707,NearestLocation,FAM133CP,22.57,-0.756528924,1811
chr10,60700000,60725000,25001,*,22.57,-0.756528924,728640,60474775,60477293,+,downstream,225225,222707,NearestLocation,FAM133CP,13.17,-0.804429454,1811
chr18,43225000,43250000,25001,*,15.05,-0.756654191,8170,42747973,43263060,+,inside,477027,13060,Overlapping,SLC14A2,15.05,-0.756654191,1812
chr18,43225000,43250000,25001,*,15.05,-0.756654191,6563,43304092,43332485,+,upstream,-79092,54092,NearestLocation,SLC14A1,15.05,-0.756654191,1812
chr3,42550000,42575000,25001,*,18.18,-0.756773831,7433,42530791,42579065,+,inside,19209,4065,NearestLocation,VIPR1,23.82,-0.728033513,1813
chr3,42550000,42575000,25001,*,18.18,-0.756773831,7433,42530791,42579065,+,inside,19209,4065,NearestLocation,VIPR1,18.18,-0.756773831,1813
chr2,206675000,206680000,5001,*,31.35,-0.758078532,8828,206547224,206662857,+,downstream,127776,12143,NearestLocation,NRP2,31.35,-0.758078532,1814
chr12,20350000,20360000,10001,*,35.74,-0.760233805,5139,20522179,20837041,+,upstream,-172179,162179,NearestLocation,PDE3A,35.74,-0.760233805,1815
chr20,54975000,55000000,25001,*,25.71,-0.760889196,1477,54967427,54979582,+,overlapEnd,7573,4582,NearestLocation,CSTF1,25.71,-0.760889196,1816
chr20,54975000,55000000,25001,*,25.71,-0.760889196,57091,54987168,55034396,+,overlapStart,-12168,12168,Overlapping,CASS4,25.71,-0.760889196,1816
chr1,100730000,100740000,10001,*,23.2,-0.76165587,8634,100731714,100758325,+,overlapStart,-1714,1714,NearestLocation,RTCA,23.2,-0.76165587,1817
chr3,51000000,51025000,25001,*,42.01,-0.761732287,1795,50712672,51421629,+,inside,287328,287328,NearestLocation,DOCK3,42.01,-0.761732287,1818
chr13,82210000,82220000,10001,*,26.96,-0.762054648,10253,80910112,80915086,-,upstream,-1294914,1294914,NearestLocation,SPRY2,26.96,-0.762054648,1819
chr13,82210000,82220000,10001,*,26.96,-0.762054648,10253,80910112,80915086,-,upstream,-1294914,1294914,NearestLocation,SPRY2,12.54,-0.835536099,1819
chr12,30050000,30075000,25001,*,26.96,-0.762137522,83857,29653746,29937692,-,upstream,-112308,112308,NearestLocation,TMTC1,13.79,-0.829249222,1820
chr12,30050000,30075000,25001,*,26.96,-0.762137522,83857,29653746,29937692,-,upstream,-112308,112308,NearestLocation,TMTC1,26.96,-0.762137522,1820
chr8,18420000,18430000,10001,*,34.48,-0.762986449,23362,18384813,18871196,-,inside,451196,35187,Overlapping,PSD3,34.48,-0.762986449,1821
chr8,18420000,18430000,10001,*,34.48,-0.762986449,10,18248755,18258723,+,downstream,171245,161277,NearestLocation,NAT2,34.48,-0.762986449,1821
chr8,58330000,58340000,10001,*,33.86,-0.763302157,26138,58192102,58197290,+,downstream,137898,132710,NearestLocation,LINC00588,33.86,-0.763302157,1822
chr11,26250000,26275000,25001,*,13.79,-0.764408438,63982,26210829,26684836,+,inside,39171,39171,NearestLocation,ANO3,13.79,-0.764408438,1823
chr6,148800000,148825000,25001,*,13.79,-0.764921921,23328,148663729,148873184,+,inside,136271,48184,NearestLocation,SASH1,13.79,-0.764921921,1824
chr17,29775000,29800000,25001,*,34.48,-0.765494438,84440,29718642,29865232,+,inside,56358,56358,NearestLocation,RAB11FIP4,34.48,-0.765494438,1825
chr6,132250000,132275000,25001,*,14.42,-0.767624915,1490,132269317,132272518,-,includeFeature,22518,2482,NearestLocation,CCN2,14.42,-0.767624915,1826
chr12,96875000,96900000,25001,*,16.3,-0.768318782,5128,96672039,96794366,-,upstream,-80634,80634,NearestLocation,CDK17,16.3,-0.768318782,1827
chr6,20550000,20560000,10001,*,10.66,-0.769572798,54901,20534688,21232634,+,inside,15312,15312,NearestLocation,CDKAL1,10.66,-0.769572798,1828
chr8,117800000,117825000,25001,*,12.54,-0.769908451,84294,117778742,117786921,+,downstream,21258,13079,NearestLocation,UTP23,12.54,-0.769908451,1829
chr13,34100000,34110000,10001,*,20.69,-0.769977671,90627,33677272,34250932,-,inside,150932,140932,NearestLocation,STARD13,20.69,-0.769977671,1830
chr19,51210000,51220000,10001,*,25.71,-0.770238132,50944,51165084,51220195,-,inside,10195,195,NearestLocation,SHANK1,25.71,-0.770238132,1831
chr1,8800000,8825000,25001,*,31.35,-0.771977117,473,8412464,8877699,-,inside,77699,52699,NearestLocation,RERE,31.35,-0.771977117,1832
chr9,98260000,98265000,5001,*,15.05,-0.772374616,5727,98205264,98279247,-,inside,19247,14247,NearestLocation,PTCH1,15.05,-0.772374616,1833
chr9,98260000,98265000,5001,*,15.05,-0.772374616,5727,98205264,98279247,-,inside,19247,14247,NearestLocation,PTCH1,50.78,-0.590301644,1833
chr10,92675000,92700000,25001,*,18.18,-0.774388012,27063,92671857,92681032,-,overlapStart,6032,3143,NearestLocation,ANKRD1,18.18,-0.774388012,1834
chr5,80720000,80725000,5001,*,20.06,-0.774865315,26829,80501462,80746718,+,inside,218538,21718,Overlapping,RNU5E-1,20.06,-0.774865315,1835
chr5,80720000,80725000,5001,*,20.06,-0.774865315,134526,80625947,80689988,-,upstream,-30012,30012,NearestLocation,ACOT12,20.06,-0.774865315,1835
chr5,80720000,80725000,5001,*,20.06,-0.774865315,23635,80713179,81047072,-,inside,327072,6821,Overlapping,SSBP2,20.06,-0.774865315,1835
chr17,17260000,17265000,5001,*,28.21,-0.776724905,56953,17206680,17250977,+,downstream,53320,9023,NearestLocation,NT5M,28.21,-0.776724905,1836
chr9,85550000,85575000,25001,*,18.81,-0.776832195,158158,85594500,85678043,-,downstream,128043,19500,NearestLocation,RASEF,18.81,-0.776832195,1837
chr9,85550000,85575000,25001,*,18.81,-0.776832195,158158,85594500,85678043,-,downstream,128043,19500,NearestLocation,RASEF,47.65,-0.541426053,1837
chr7,142900000,142925000,25001,*,48.9,-0.778163577,259286,142919172,142920143,+,includeFeature,-19172,4857,NearestLocation,TAS2R40,48.9,-0.778163577,1838
chr22,34800000,34825000,25001,*,52.66,-0.780155355,9215,33669062,34318584,-,upstream,-481416,481416,NearestLocation,LARGE1,52.66,-0.780155355,1839
chr6,23450000,23475000,25001,*,17.55,-0.780289522,140767,24126414,24147757,+,upstream,-676414,651414,NearestLocation,NRSN1,17.55,-0.780289522,1840
chr4,27180000,27185000,5001,*,14.42,-0.780611762,57620,26862313,27027003,+,downstream,317687,152997,NearestLocation,STIM2,14.42,-0.780611762,1841
chr4,70475000,70500000,25001,*,14.42,-0.781235977,10941,70454135,70518967,-,inside,43967,18967,Overlapping,UGT2A1,14.42,-0.781235977,1842
chr4,70475000,70500000,25001,*,14.42,-0.781235977,10941,70454135,70518967,-,inside,43967,18967,Overlapping,UGT2A1,23.2,-0.736494843,1842
chr4,70475000,70500000,25001,*,14.42,-0.781235977,574537,70454135,70505360,-,inside,30360,5360,NearestLocation,UGT2A2,14.42,-0.781235977,1842
chr4,70475000,70500000,25001,*,14.42,-0.781235977,574537,70454135,70505360,-,inside,30360,5360,NearestLocation,UGT2A2,23.2,-0.736494843,1842
chr1,182245000,182250000,5001,*,18.18,-0.78339546,2752,182350839,182361341,-,downstream,116341,100839,NearestLocation,GLUL,18.18,-0.78339546,1844
chr1,182350000,182355000,5001,*,18.18,-0.78339546,2752,182350839,182361341,-,overlapEnd,11341,839,NearestLocation,GLUL,18.18,-0.78339546,1843
chr1,182350000,182355000,5001,*,18.18,-0.78339546,2752,182350839,182361341,-,overlapEnd,11341,839,NearestLocation,GLUL,15.67,-0.79618592,1843
chr3,160650000,160675000,25001,*,17.55,-0.783753563,8706,160801671,160823160,-,downstream,173160,126671,NearestLocation,B3GALNT1,17.55,-0.783753563,1845
chr3,160650000,160675000,25001,*,17.55,-0.783753563,8706,160801671,160823160,-,downstream,173160,126671,NearestLocation,B3GALNT1,13.17,-0.806073172,1845
chr3,160650000,160675000,25001,*,17.55,-0.783753563,151742,160473996,160788817,+,inside,176004,113817,Overlapping,PPM1L,17.55,-0.783753563,1845
chr3,160650000,160675000,25001,*,17.55,-0.783753563,151742,160473996,160788817,+,inside,176004,113817,Overlapping,PPM1L,13.17,-0.806073172,1845
chr11,128040000,128050000,10001,*,17.55,-0.783971358,2113,128328656,128457453,-,downstream,417453,278656,NearestLocation,ETS1,17.55,-0.783971358,1846
chr15,42420000,42430000,10001,*,16.3,-0.786455941,255189,42433332,42448839,-,downstream,28839,3332,NearestLocation,PLA2G4F,16.3,-0.786455941,1847
chr3,158425000,158450000,25001,*,16.93,-0.78691296,5918,158414897,158450275,-,inside,25275,275,NearestLocation,RARRES1,16.93,-0.78691296,1848
chr10,60700000,60725000,25001,*,16.3,-0.788479597,728640,60474775,60477293,+,downstream,225225,222707,NearestLocation,FAM133CP,16.3,-0.788479597,1849
chr10,60700000,60725000,25001,*,16.3,-0.788479597,728640,60474775,60477293,+,downstream,225225,222707,NearestLocation,FAM133CP,22.57,-0.756528924,1849
chr10,60700000,60725000,25001,*,16.3,-0.788479597,728640,60474775,60477293,+,downstream,225225,222707,NearestLocation,FAM133CP,13.17,-0.804429454,1849
chr1,64075000,64100000,25001,*,14.42,-0.790644468,5236,64058947,64125916,+,inside,16053,16053,NearestLocation,PGM1,14.42,-0.790644468,1850
chr16,6725000,6750000,25001,*,25.71,-0.790660751,54715,6069132,7763340,+,inside,655868,655868,NearestLocation,RBFOX1,25.71,-0.790660751,1851
chr6,48720000,48730000,10001,*,14.42,-0.790819269,442213,47845764,48078943,-,upstream,-641057,641057,NearestLocation,PTCHD4,14.42,-0.790819269,1852
chr9,79375000,79400000,25001,*,15.67,-0.79283301,50652,79379354,79402465,+,overlapStart,-4354,2465,NearestLocation,PCA3,15.67,-0.79283301,1853
chr9,79375000,79400000,25001,*,15.67,-0.79283301,158471,79226292,79521003,-,inside,146003,121003,Overlapping,PRUNE2,15.67,-0.79283301,1853
chr6,151990000,152000000,10001,*,11.91,-0.793342923,2099,151977830,152424408,+,inside,12170,12170,NearestLocation,ESR1,11.91,-0.793342923,1854
chr11,27500000,27525000,25001,*,12.54,-0.793881749,55366,27387508,27494334,-,upstream,-5666,5666,NearestLocation,LGR4,12.54,-0.793881749,1855
chr11,27500000,27525000,25001,*,12.54,-0.793881749,55327,27515965,27528326,-,overlapEnd,28326,3326,Overlapping,LIN7C,12.54,-0.793881749,1855
chr9,84290000,84300000,10001,*,31.35,-0.794038526,7088,84198598,84303596,-,inside,13596,3596,NearestLocation,TLE1,31.35,-0.794038526,1856
chr9,84290000,84300000,10001,*,31.35,-0.794038526,7088,84198598,84303596,-,inside,13596,3596,NearestLocation,TLE1,13.17,-0.88668019,1856
chr7,103150000,103175000,25001,*,38.24,-0.794753642,5649,103112231,103629963,-,inside,479963,37769,Overlapping,RELN,38.24,-0.794753642,1857
chr7,103150000,103175000,25001,*,38.24,-0.794753642,375611,102993177,103086624,-,upstream,-63376,63376,NearestLocation,SLC26A5,38.24,-0.794753642,1857
chr3,71750000,71775000,25001,*,14.42,-0.795459063,2850,71803201,71804328,+,upstream,-53201,28201,NearestLocation,GPR27,14.42,-0.795459063,1858
chr3,71750000,71775000,25001,*,14.42,-0.795459063,317649,71728440,71803924,-,inside,53924,21560,Overlapping,EIF4E3,14.42,-0.795459063,1858
chr13,50500000,50505000,5001,*,16.93,-0.795579138,57213,50486842,50510625,-,inside,10625,5625,NearestLocation,SPRYD7,16.93,-0.795579138,1859
chr1,182350000,182355000,5001,*,15.67,-0.79618592,2752,182350839,182361341,-,overlapEnd,11341,839,NearestLocation,GLUL,18.18,-0.78339546,1860
chr1,182350000,182355000,5001,*,15.67,-0.79618592,2752,182350839,182361341,-,overlapEnd,11341,839,NearestLocation,GLUL,15.67,-0.79618592,1860
chr3,156910000,156920000,10001,*,13.79,-0.796662587,57018,156864297,156878482,-,upstream,-31518,31518,NearestLocation,CCNL1,13.79,-0.796662587,1861
chr16,84775000,84800000,25001,*,20.69,-0.799132153,9100,84733555,84813527,+,inside,41445,13527,NearestLocation,USP10,20.69,-0.799132153,1862
chr16,84775000,84800000,25001,*,20.69,-0.799132153,9100,84733555,84813527,+,inside,41445,13527,NearestLocation,USP10,17.55,-0.815132968,1862
chr9,79025000,79050000,25001,*,14.42,-0.799202761,2650,79034752,79122332,+,overlapStart,-9752,9752,NearestLocation,GCNT1,14.42,-0.799202761,1863
chr10,28915000,28920000,5001,*,25.08,-0.800056653,25805,28966424,28971868,+,upstream,-51424,46424,NearestLocation,BAMBI,25.08,-0.800056653,1864
chr16,14000000,14025000,25001,*,23.82,-0.800291815,2072,14014014,14046205,+,overlapStart,-14014,10986,NearestLocation,ERCC4,23.82,-0.800291815,1865
chr1,60180000,60190000,10001,*,17.55,-0.80184803,55277,59762625,60228402,+,inside,417375,38402,Overlapping,FGGY,17.55,-0.80184803,1866
chr1,60180000,60190000,10001,*,17.55,-0.80184803,100616409,60198899,60198968,-,downstream,18968,8899,NearestLocation,MIR4711,17.55,-0.80184803,1866
chr12,52750000,52775000,25001,*,18.81,-0.803103772,3891,52753790,52761309,-,includeFeature,11309,3790,NearestLocation,KRT85,18.81,-0.803103772,1867
chr12,52750000,52775000,25001,*,18.81,-0.803103772,3890,52771596,52779417,-,overlapEnd,29417,3404,Overlapping,KRT84,18.81,-0.803103772,1867
chr2,170790000,170795000,5001,*,15.05,-0.803136915,130507,170684018,170940639,+,inside,105982,105982,NearestLocation,UBR3,15.05,-0.803136915,1868
chr7,112150000,112175000,25001,*,25.71,-0.803446773,286006,112120908,112130943,+,downstream,29092,19057,NearestLocation,LSMEM1,25.71,-0.803446773,1869
chr10,60700000,60725000,25001,*,13.17,-0.804429454,728640,60474775,60477293,+,downstream,225225,222707,NearestLocation,FAM133CP,16.3,-0.788479597,1870
chr10,60700000,60725000,25001,*,13.17,-0.804429454,728640,60474775,60477293,+,downstream,225225,222707,NearestLocation,FAM133CP,22.57,-0.756528924,1870
chr10,60700000,60725000,25001,*,13.17,-0.804429454,728640,60474775,60477293,+,downstream,225225,222707,NearestLocation,FAM133CP,13.17,-0.804429454,1870
chr5,74795000,74800000,5001,*,25.71,-0.80567147,51426,74807657,74895646,+,upstream,-12657,7657,NearestLocation,POLK,25.71,-0.80567147,1871
chr5,74795000,74800000,5001,*,25.71,-0.80567147,10087,74666928,74807806,-,inside,12806,7806,Overlapping,CERT1,25.71,-0.80567147,1871
chr3,160650000,160675000,25001,*,13.17,-0.806073172,8706,160801671,160823160,-,downstream,173160,126671,NearestLocation,B3GALNT1,17.55,-0.783753563,1872
chr3,160650000,160675000,25001,*,13.17,-0.806073172,8706,160801671,160823160,-,downstream,173160,126671,NearestLocation,B3GALNT1,13.17,-0.806073172,1872
chr3,160650000,160675000,25001,*,13.17,-0.806073172,151742,160473996,160788817,+,inside,176004,113817,Overlapping,PPM1L,17.55,-0.783753563,1872
chr3,160650000,160675000,25001,*,13.17,-0.806073172,151742,160473996,160788817,+,inside,176004,113817,Overlapping,PPM1L,13.17,-0.806073172,1872
chr8,70825000,70850000,25001,*,11.91,-0.807763809,81796,70584568,70747299,-,upstream,-77701,77701,NearestLocation,SLCO5A1,11.91,-0.807763809,1873
chr3,117075000,117080000,5001,*,12.54,-0.808404728,285194,116428635,116435887,+,downstream,646365,639113,NearestLocation,TUSC7,12.54,-0.808404728,1874
chr13,45060000,45070000,10001,*,26.33,-0.808667663,8848,45006279,45150701,-,inside,90701,53721,Overlapping,TSC22D1,26.33,-0.808667663,1875
chr13,45060000,45070000,10001,*,26.33,-0.808667663,641467,45150032,45154568,+,upstream,-90032,80032,NearestLocation,TSC22D1-AS1,26.33,-0.808667663,1875
chr16,27425000,27450000,25001,*,21.94,-0.809871921,50615,27413483,27463363,+,inside,11517,11517,NearestLocation,IL21R,21.94,-0.809871921,1876
chr2,208285000,208290000,5001,*,25.08,-0.81016567,1385,208394616,208470284,+,upstream,-109616,104616,NearestLocation,CREB1,25.08,-0.81016567,1877
chr12,93175000,93200000,25001,*,14.42,-0.811075918,440107,93130265,93165868,+,downstream,44735,9132,NearestLocation,PLEKHG7,22.57,-0.35712825,1878
chr12,93175000,93200000,25001,*,14.42,-0.811075918,440107,93130265,93165868,+,downstream,44735,9132,NearestLocation,PLEKHG7,14.42,-0.811075918,1878
chr12,93175000,93200000,25001,*,14.42,-0.811075918,8411,93166285,93323107,-,inside,148107,8715,Overlapping,EEA1,22.57,-0.35712825,1878
chr12,93175000,93200000,25001,*,14.42,-0.811075918,8411,93166285,93323107,-,inside,148107,8715,Overlapping,EEA1,14.42,-0.811075918,1878
chr13,52585000,52590000,5001,*,13.79,-0.811579953,9724,52586523,52607736,+,overlapStart,-1523,1523,Overlapping,UTP14C,13.79,-0.811579953,1879
chr13,52585000,52590000,5001,*,13.79,-0.811579953,540,52506806,52585630,-,overlapStart,630,630,NearestLocation,ATP7B,13.79,-0.811579953,1879
chr13,52585000,52590000,5001,*,13.79,-0.811579953,440138,52586523,52591849,+,overlapStart,-1523,1523,Overlapping,ALG11,13.79,-0.811579953,1879
chr1,100740000,100750000,10001,*,15.05,-0.813951674,8634,100731714,100758325,+,inside,8286,8286,Overlapping,RTCA,14.42,-0.817162028,1881
chr1,100740000,100750000,10001,*,15.05,-0.813951674,8634,100731714,100758325,+,inside,8286,8286,Overlapping,RTCA,15.05,-0.813951674,1881
chr1,100740000,100750000,10001,*,15.05,-0.813951674,8634,100731714,100758325,+,inside,8286,8286,Overlapping,RTCA,15.05,-0.813951674,1881
chr1,100740000,100750000,10001,*,15.05,-0.813951674,693138,100746797,100746864,+,includeFeature,-6797,3136,NearestLocation,MIR553,14.42,-0.817162028,1880
chr1,100740000,100750000,10001,*,15.05,-0.813951674,693138,100746797,100746864,+,includeFeature,-6797,3136,NearestLocation,MIR553,15.05,-0.813951674,1880
chr1,100740000,100750000,10001,*,15.05,-0.813951674,693138,100746797,100746864,+,includeFeature,-6797,3136,NearestLocation,MIR553,15.05,-0.813951674,1880
chr1,100740000,100750000,10001,*,15.05,-0.813951674,693138,100746797,100746864,+,includeFeature,-6797,3136,NearestLocation,MIR553,14.42,-0.817162028,1881
